Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,
IN-2014-NM1844527-41800,10/6/2014,10/6/2014,Same Day,NM-1844527,Nathan Mautz,Home Office,Shenzhen,Guangdong,Eastern Asia,FUR-CH-5378,Furniture,Chairs,"Novimex Executive Leather Armchair, Adjustable",1381,3,0,593,
IT-2012-TW2102545-41172,20-09-2012,22-09-2012,Second Class,TW-2102545,Tamara Willingham,Home Office,La Baule-Escoublac,Pays de la Loire,Western Europe,FUR-BO-5760,Furniture,Bookcases,"Safco Classic Bookcase, Metal",1181,3,0.1,498,
IT-2012-RB1933045-41080,20-06-2012,23-06-2012,First Class,RB-1933045,Randy Bradley,Consumer,Dijon,Bourgogne-Franche-ComtÃ©,Western Europe,FUR-CH-4530,Furniture,Chairs,"Harbour Creations Executive Leather Armchair, Adjustable",1696,4,0.1,734,
CA-2015-AH10075140-42273,26-09-2015,29-09-2015,First Class,AH-100751406,Adam Hart,Corporate,Chester,Pennsylvania,Eastern US,OFF-SU-3839,Office Supplies,Supplies,Compact Automatic Electric Letter Opener,190,2,0.2,-42,
CA-2015-AH10075140-42144,20-05-2015,25-05-2015,Second Class,AH-100751408,Adam Hart,Corporate,Knoxville,Tennessee,Southern US,FUR-CH-5429,Furniture,Chairs,Office Star - Mesh Screen back chair with Vinyl seat,314,3,0.2,-35,
SF-2015-AB10060117-42334,26-11-2015,29-11-2015,Second Class,AB-10060117,Adam Bellavance,Home Office,Cape Town,Western Cape,Southern Africa,OFF-AP-4732,Office Supplies,Appliances,"Hoover Microwave, Silver",1237,4,0,606,
EG-2013-JR567038-41363,30-03-2013,1/4/2013,First Class,JR-567038,Jim Radford,Consumer,Cairo,Al Qahirah,North Africa,TEC-PH-5355,Technology,Phones,"Nokia Smart Phone, Full Size",1274,2,0,140,
MX-2012-MD1735028-41222,9/11/2012,14-11-2012,Second Class,MD-1735028,Maribeth Dona,Consumer,MedellÃ­n,Antioquia,South America,OFF-AP-4962,Office Supplies,Appliances,"KitchenAid Refrigerator, Silver",3172,9,0,856,
CA-2015-AH10075140-42301,24-10-2015,25-10-2015,First Class,AH-100751406,Adam Hart,Corporate,Cranston,Rhode Island,Eastern US,OFF-PA-6415,Office Supplies,Paper,"Wirebound Message Book, 4 per Page",43,8,0,21,
ES-2013-EB13840139-41487,1/8/2013,6/8/2013,Second Class,EB-13840139,Ellis Ballard,Corporate,West Bromwich,England,Northern Europe,OFF-AP-4743,Office Supplies,Appliances,"Hoover Stove, Red",3979,7,0,1989,
CA-2014-AH10075140-41991,18-12-2014,22-12-2014,Standard Class,AH-100751402,Adam Hart,Corporate,Arlington,Texas,Central US,OFF-PA-6577,Office Supplies,Paper,Xerox 214,51,10,0.2,18,
CA-2014-AH10075140-41817,27-06-2014,27-06-2014,Same Day,AH-100751404,Adam Hart,Corporate,Los Angeles,California,Western US,OFF-FA-5459,Office Supplies,Fasteners,OIC Binder Clips,17,5,0,8,
CA-2014-AH10075140-41817,27-06-2014,27-06-2014,Same Day,AH-100751404,Adam Hart,Corporate,Los Angeles,California,Western US,OFF-PA-3115,Office Supplies,Paper,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 Â¾â€ x 11â€",12,2,0,5,
AJ-2014-JL58359-41662,23-01-2014,27-01-2014,Standard Class,JL-58359,John Lee,Consumer,Baku,Baki,Western Asia,FUR-TA-3358,Furniture,Tables,"Barricks Wood Table, Rectangular",2058,4,0,946,
IN-2012-EP1391559-41049,20-05-2012,24-05-2012,Second Class,EP-1391559,Emily Phan,Consumer,Jakarta,Jakarta,Southeastern Asia,FUR-BO-5967,Furniture,Bookcases,"Sauder Library with Doors, Mobile",2539,7,0.07,709,
ES-2015-MS17770139-42275,28-09-2015,1/10/2015,First Class,MS-17770139,Maxwell Schwartz,Consumer,Burnley,England,Northern Europe,FUR-BO-3626,Furniture,Bookcases,"Bush Classic Bookcase, Pine",2898,7,0,1420,
IT-2012-CM1265545-41218,5/11/2012,7/11/2012,First Class,CM-1265545,Corinna Mitchell,Home Office,Laval,Pays de la Loire,Western Europe,TEC-MA-5007,Technology,Machines,"Konica Inkjet, White",1320,5,0.15,357,
LH-2015-JC610575-42032,28-01-2015,30-01-2015,Second Class,JC-610575,Julie Creighton,Corporate,Vilnius,Vilnius,Northern Europe,FUR-TA-3345,Furniture,Tables,"Barricks Conference Table, Rectangular",2171,8,0.7,-2750,
IN-2015-GB145307-42260,13-09-2015,19-09-2015,Standard Class,GB-145307,George Bell,Corporate,Brisbane,Queensland,Oceania,TEC-CO-4593,Technology,Copiers,"Hewlett Wireless Fax, Laser",4448,13,0.1,444,
CA-2015-AH10075140-42335,27-11-2015,1/12/2015,Standard Class,AH-100751408,Adam Hart,Corporate,Atlanta,Georgia,Southern US,OFF-AR-5327,Office Supplies,Art,Newell 347,12,3,0,3,
US-2012-JH161805-41264,21-12-2012,23-12-2012,First Class,JH-161805,Justin Hirsh,Consumer,Buenos Aires,Buenos Aires,South America,TEC-PH-3149,Technology,Phones,"Apple Smart Phone, with Caller ID",2300,9,0.4,38,
EG-2014-MT807038-41675,5/2/2014,7/2/2014,Second Class,MT-807038,Michelle Tran,Home Office,Girga,Suhaj,North Africa,FUR-BO-5951,Furniture,Bookcases,"Sauder Classic Bookcase, Traditional",2615,6,0,1072,
IN-2012-AB1010558-41270,27-12-2012,28-12-2012,First Class,AB-1010558,Adrian Barton,Consumer,Kochi,Kerala,Southern Asia,TEC-CO-6010,Technology,Copiers,"Sharp Wireless Fax, Digital",1066,3,0,394,
CA-2015-AH10075140-42301,24-10-2015,25-10-2015,First Class,AH-100751406,Adam Hart,Corporate,Cranston,Rhode Island,Eastern US,OFF-AP-4739,Office Supplies,Appliances,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,2,1,0,0,
LT-2012-CV280572-41025,26-04-2012,29-04-2012,First Class,CV-280572,Cynthia Voltz,Corporate,Maseru,Maseru,Southern Africa,TEC-PH-5354,Technology,Phones,"Nokia Smart Phone, Cordless",2544,4,0,814,
IN-2012-NH1861092-41187,5/10/2012,10/10/2012,Standard Class,NH-1861092,Nicole Hansen,Corporate,Wellington,Wellington,Oceania,FUR-TA-4645,Furniture,Tables,"Hon Conference Table, Adjustable Height",3694,4,0,886,
ID-2014-HJ1487527-41875,24-08-2014,26-08-2014,Second Class,HJ-1487527,Heather Jas,Home Office,Luoyang,Henan,Eastern Asia,FUR-TA-5065,Furniture,Tables,"Lesro Round Table, with Bottom Storage",2214,7,0.3,-221,
MX-2014-JL1517518-41903,21-09-2014,24-09-2014,Second Class,JL-1517518,James Lanier,Home Office,Feira de Santana,Bahia,South America,FUR-CH-5776,Furniture,Chairs,"SAFCO Executive Leather Armchair, Set of Two",1236,4,0,111,
MX-2015-MY1829593-42355,17-12-2015,19-12-2015,First Class,MY-1829593,Muhammed Yedwab,Corporate,Matagalpa,Matagalpa,Central America,OFF-AP-4505,Office Supplies,Appliances,"Hamilton Beach Stove, Black",1805,5,0,126,
CA-2012-AH10075140-41228,15-11-2012,21-11-2012,Standard Class,AH-100751404,Adam Hart,Corporate,Huntington Beach,California,Western US,OFF-LA-5591,Office Supplies,Labels,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,5,2,0,2,
CA-2013-AH10075140-41629,21-12-2013,23-12-2013,Second Class,AH-100751406,Adam Hart,Corporate,Columbus,Ohio,Eastern US,OFF-AR-5458,Office Supplies,Art,"OIC #2 Pencils, Medium Soft",3,2,0.2,0,
CA-2015-AH10075140-42273,26-09-2015,29-09-2015,First Class,AH-100751406,Adam Hart,Corporate,Chester,Pennsylvania,Eastern US,OFF-BI-3301,Office Supplies,Binders,Avery Metallic Poly Binders,8,5,0.7,-6,
MX-2015-KC1654093-42158,3/6/2015,7/6/2015,Standard Class,KC-1654093,Kelly Collister,Consumer,Managua,Managua,Central America,OFF-AP-4507,Office Supplies,Appliances,"Hamilton Beach Stove, Silver",1810,5,0,54,
MX-2015-CS1246093-42259,12/9/2015,14-09-2015,First Class,CS-1246093,Chuck Sachs,Consumer,Managua,Managua,Central America,TEC-PH-5354,Technology,Phones,"Nokia Smart Phone, Cordless",2120,5,0,106,
IN-2015-HA1492027-42111,17-04-2015,17-04-2015,Same Day,HA-1492027,Helen Andreada,Consumer,Wuhai,Inner Mongolia,Eastern Asia,TEC-PH-3148,Technology,Phones,"Apple Smart Phone, Full Size",1275,2,0,140,
ES-2013-MT1781545-41599,21-11-2013,24-11-2013,Second Class,MT-1781545,Meg Tillman,Consumer,Nantes,Pays de la Loire,Western Europe,TEC-MA-5017,Technology,Machines,"Konica Printer, Wireless",1593,7,0.15,-225,
ES-2015-FW1439545-42069,6/3/2015,8/3/2015,First Class,FW-1439545,Fred Wasserman,Corporate,Strasbourg,Alsace-Champagne-Ardenne-Lorraine,Western Europe,FUR-BO-3627,Furniture,Bookcases,"Bush Classic Bookcase, Traditional",1114,3,0.1,383,
ES-2013-BH1171048-41478,23-07-2013,28-07-2013,Standard Class,BH-1171048,Brosina Hoffman,Consumer,Berlin,Berlin,Western Europe,TEC-PH-3807,Technology,Phones,"Cisco Smart Phone, with Caller ID",2944,5,0.1,1112,
ID-2015-DK1289559-42315,7/11/2015,9/11/2015,First Class,DK-1289559,Dana Kaydos,Consumer,Surabaya,Jawa Timur,Southeastern Asia,OFF-AP-4964,Office Supplies,Appliances,"KitchenAid Stove, Black",3309,7,0.17,318,
MX-2015-KD1627018-42330,22-11-2015,24-11-2015,First Class,KD-1627018,Karen Daniels,Consumer,TupÃ£,SÃ£o Paulo,South America,FUR-CH-4544,Furniture,Chairs,"Harbour Creations Rocking Chair, Adjustable",897,9,0,322,
ES-2012-SC208458-41070,10/6/2012,13-06-2012,First Class,SC-208458,Sung Chung,Consumer,Vienna,Vienna,Western Europe,FUR-BO-4848,Furniture,Bookcases,"Ikea Classic Bookcase, Metal",2056,5,0,390,
MX-2013-CY1274582-41531,14-09-2013,19-09-2013,Standard Class,CY-1274582,Craig Yedwab,Corporate,Mexico City,Distrito Federal,Central America,TEC-CO-6010,Technology,Copiers,"Sharp Wireless Fax, Digital",2365,10,0.002,18,
IN-2012-HL150407-41237,24-11-2012,24-11-2012,Same Day,HL-150407,Hunter Lopez,Consumer,Hobart,Tasmania,Oceania,TEC-CO-3596,Technology,Copiers,"Brother Fax Machine, Digital",1336,7,0.4,44,
IN-2013-CT1199566-41496,10/8/2013,12/8/2013,First Class,CT-1199566,Carol Triggs,Consumer,Hirakata,Osaka,Eastern Asia,TEC-CO-4591,Technology,Copiers,"Hewlett Wireless Fax, Digital",3038,8,0,1245,
ES-2014-CC12370139-41718,20-03-2014,23-03-2014,Second Class,CC-12370139,Christopher Conant,Consumer,Preston,England,Northern Europe,OFF-AP-3573,Office Supplies,Appliances,"Breville Microwave, White",2698,9,0,890,
LT-2014-GR456072-42003,30-12-2014,4/1/2015,Standard Class,GR-456072,Georgia Rosenberg,Corporate,Maseru,Maseru,Southern Africa,TEC-CO-3688,Technology,Copiers,"Canon Fax Machine, High-Speed",3799,12,0,455,
IN-2013-TT2107058-41551,4/10/2013,9/10/2013,Standard Class,TT-2107058,Ted Trevino,Consumer,Agra,Uttar Pradesh,Southern Asia,FUR-CH-4656,Furniture,Chairs,"Hon Executive Leather Armchair, Red",2756,6,0,413,
IT-2013-PO19195120-41492,6/8/2013,7/8/2013,First Class,PO-19195120,Phillina Ober,Home Office,Granollers,Catalonia,Southern Europe,TEC-PH-3146,Technology,Phones,"Apple Signal Booster, with Caller ID",983,8,0.1,-11,
IN-2013-ED13885144-41549,2/10/2013,2/10/2013,Same Day,ED-13885144,Emily Ducich,Home Office,Ho Chi Minh City,Ho ChÃ­ Minh City,Southeastern Asia,FUR-CH-4530,Furniture,Chairs,"Harbour Creations Executive Leather Armchair, Adjustable",1719,5,0.27,117,
IN-2015-AP1091559-42089,26-03-2015,29-03-2015,First Class,AP-1091559,Arthur Prichep,Consumer,Jakarta,Jakarta,Southeastern Asia,OFF-AP-4966,Office Supplies,Appliances,"KitchenAid Stove, Silver",1421,3,0.17,428,
MX-2015-TM2149031-42329,21-11-2015,21-11-2015,Same Day,TM-2149031,Tony Molinari,Consumer,CamagÃ¼ey,CamagÃ¼ey,Caribbean,TEC-CO-3597,Technology,Copiers,"Brother Fax Machine, High-Speed",1053,5,0.002,441,
IT-2012-AW1084091-41242,29-11-2012,30-11-2012,First Class,AW-1084091,Anthony Witt,Consumer,Amsterdam,North Holland,Western Europe,TEC-CO-4792,Technology,Copiers,"HP Wireless Fax, Laser",1440,8,0.5,-1268,
IN-2012-DP131057-41215,2/11/2012,4/11/2012,Second Class,DP-131057,Dave Poirier,Corporate,Gold Coast,Queensland,Oceania,FUR-CH-4530,Furniture,Chairs,"Harbour Creations Executive Leather Armchair, Adjustable",2544,6,0.1,621,
CA-2015-AH10075140-42144,20-05-2015,25-05-2015,Second Class,AH-100751408,Adam Hart,Corporate,Knoxville,Tennessee,Southern US,OFF-PA-6504,Office Supplies,Paper,Xerox 1949,27,7,0.2,10,
RO-2013-SG10605107-41614,6/12/2013,6/12/2013,Same Day,SG-10605107,Speros Goranitis,Consumer,Piatra-Neamt,Neamt,Eastern Europe,TEC-CO-4571,Technology,Copiers,"Hewlett Fax and Copier, Color",1554,8,0,341,
MX-2014-BM1178582-41976,3/12/2014,4/12/2014,First Class,BM-1178582,Bryan Mills,Consumer,Milpa Alta,Distrito Federal,Central America,TEC-PH-5839,Technology,Phones,"Samsung Smart Phone, Cordless",1278,3,0,89,
MX-2013-FH1436582-41628,20-12-2013,24-12-2013,Standard Class,FH-1436582,Fred Hopkins,Corporate,Mexico City,Distrito Federal,Central America,TEC-PH-3806,Technology,Phones,"Cisco Smart Phone, Full Size",3474,8,0,625,
MX-2013-DK1337582-41530,13-09-2013,15-09-2013,Second Class,DK-1337582,Dennis Kane,Consumer,LeÃ³n,Guanajuato,Central America,TEC-PH-3148,Technology,Phones,"Apple Smart Phone, Full Size",2550,6,0,357,
CA-2015-AS10090140-42264,17-09-2015,19-09-2015,First Class,AS-100901406,Adam Shillingsburg,Consumer,Philadelphia,Pennsylvania,Eastern US,OFF-BI-4343,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,538,2,0.7,-412,
CA-2012-AS10090140-41173,21-09-2012,28-09-2012,Standard Class,AS-100901406,Adam Shillingsburg,Consumer,New York City,New York,Eastern US,FUR-CH-5430,Furniture,Chairs,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,579,4,0.1,83,
CA-2013-AS10090140-41587,9/11/2013,13-11-2013,Standard Class,AS-100901402,Adam Shillingsburg,Consumer,Springfield,Missouri,Central US,FUR-TA-3427,Furniture,Tables,Bevis Round Conference Table Top & Single Column Base,1024,7,0,215,
TU-2013-SF10200134-41417,23-05-2013,26-05-2013,First Class,SF-10200134,Sarah Foster,Consumer,Izmir,Izmir,Western Asia,TEC-PH-5815,Technology,Phones,"Samsung Audio Dock, with Caller ID",934,14,0.6,-1331,
CA-2014-AS10090140-41812,22-06-2014,27-06-2014,Standard Class,AS-100901406,Adam Shillingsburg,Consumer,New York City,New York,Eastern US,FUR-BO-5529,Furniture,Bookcases,O'Sullivan Living Dimensions 5-Shelf Bookcases,353,2,0.2,-44,
SG-2015-JW5220111-42108,14-04-2015,17-04-2015,Second Class,JW-5220111,Jane Waco,Corporate,Dakar,Dakar,Western Africa,TEC-PH-3805,Technology,Phones,"Cisco Smart Phone, Cordless",3908,6,0,1563,
MX-2015-CC1210082-42245,29-08-2015,2/9/2015,Standard Class,CC-1210082,Chad Cunningham,Home Office,CoyoacÃ¡n,Distrito Federal,Central America,TEC-PH-5268,Technology,Phones,"Motorola Smart Phone, Full Size",2142,5,0,556,
ID-2015-RD1993092-42140,16-05-2015,18-05-2015,Second Class,RD-1993092,Russell D'Ascenzo,Consumer,Manukau City,Auckland,Oceania,OFF-AP-4961,Office Supplies,Appliances,"KitchenAid Refrigerator, Red",1900,6,0.4,-348,
CM-2013-BP123022-41621,13-12-2013,15-12-2013,First Class,BP-123022,Benjamin Patterson,Consumer,Yaounde,Centre,Central Africa,OFF-AP-4733,Office Supplies,Appliances,"Hoover Microwave, White",1840,6,0,496,
ES-2012-SA20830139-40998,30-03-2012,3/4/2012,Standard Class,SA-20830139,Sue Ann Reed,Consumer,Newcastle upon Tyne,England,Northern Europe,FUR-BO-5950,Furniture,Bookcases,"Sauder Classic Bookcase, Pine",2624,6,0,446,
IN-2013-EM1381058-41308,3/2/2013,7/2/2013,Second Class,EM-1381058,Eleni McCrary,Corporate,Dehra Dun,Uttarakhand,Southern Asia,FUR-BO-5762,Furniture,Bookcases,"Safco Classic Bookcase, Pine",3076,7,0,215,
IN-2014-CS12175130-41788,29-05-2014,1/6/2014,Second Class,CS-12175130,Charles Sheldon,Corporate,Bangkok,Bangkok,Southeastern Asia,TEC-PH-5356,Technology,Phones,"Nokia Smart Phone, with Caller ID",3181,6,0.17,344,
IT-2013-JD16060120-41515,29-08-2013,1/9/2013,First Class,JD-16060120,Julia Dunbar,Consumer,Santander,Cantabria,Southern Europe,OFF-ST-5691,Office Supplies,Storage,"Rogers File Cart, Blue",1392,11,0.1,-139,
IN-2012-GH1466527-41074,14-06-2012,16-06-2012,First Class,GH-1466527,Greg Hansen,Consumer,Cangzhou,Hebei,Eastern Asia,FUR-CH-5412,Furniture,Chairs,"Novimex Swivel Stool, Black",1296,8,0,285,
IN-2015-CM1193527-42244,28-08-2015,31-08-2015,First Class,CM-1193527,Carlos Meador,Consumer,Shanghai,Shanghai,Eastern Asia,OFF-AP-3578,Office Supplies,Appliances,"Breville Stove, Black",1682,3,0,487,
MX-2012-JB1600093-41208,26-10-2012,27-10-2012,First Class,JB-1600093,Joy Bell-,Consumer,LeÃ³n,LeÃ³n,Central America,TEC-PH-5839,Technology,Phones,"Samsung Smart Phone, Cordless",1278,3,0,89,
RS-2015-RB9465108-42082,19-03-2015,23-03-2015,Second Class,RB-9465108,Rick Bensley,Home Office,Rybinsk,Yaroslavl',Eastern Europe,TEC-PH-5268,Technology,Phones,"Motorola Smart Phone, Full Size",2570,4,0,976,
MX-2015-RB1979518-42258,11/9/2015,18-09-2015,Standard Class,RB-1979518,Ross Baird,Home Office,IbiÃºna,SÃ£o Paulo,South America,FUR-TA-3763,Furniture,Tables,"Chromcraft Conference Table, Adjustable Height",2332,5,0.2,349,
ID-2013-PO191957-41514,28-08-2013,28-08-2013,Same Day,PO-191957,Phillina Ober,Home Office,Gold Coast,Queensland,Oceania,FUR-BO-5762,Furniture,Bookcases,"Safco Classic Bookcase, Pine",1582,6,0.4,-870,
CA-2015-AS10090140-42264,17-09-2015,19-09-2015,First Class,AS-100901406,Adam Shillingsburg,Consumer,Philadelphia,Pennsylvania,Eastern US,TEC-AC-5138,Technology,Accessories,Logitech Trackman Marble Mouse,71,3,0.2,19,
IN-2014-TS212057-41852,1/8/2014,4/8/2014,Second Class,TS-212057,Thomas Seio,Corporate,Canberra,Australian Capital Territory,Oceania,FUR-TA-5053,Furniture,Tables,"Lesro Coffee Table, with Bottom Storage",1512,6,0,498,
CA-2014-AS10090140-41812,22-06-2014,27-06-2014,Standard Class,AS-100901406,Adam Shillingsburg,Consumer,New York City,New York,Eastern US,OFF-BI-5638,Office Supplies,Binders,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",186,6,0.2,60,
SF-2015-MV8190117-42362,24-12-2015,27-12-2015,First Class,MV-8190117,Mike Vittorini,Consumer,Port Elizabeth,Eastern Cape,Southern Africa,TEC-PH-3148,Technology,Phones,"Apple Smart Phone, Full Size",2550,4,0,714,
CA-2015-AS10090140-42264,17-09-2015,19-09-2015,First Class,AS-100901406,Adam Shillingsburg,Consumer,Philadelphia,Pennsylvania,Eastern US,TEC-AC-5094,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,47,2,0.2,14,
ES-2013-BD11560139-41327,22-02-2013,25-02-2013,First Class,BD-11560139,Brendan Dodson,Home Office,Cambridge,England,Northern Europe,FUR-CH-4655,Furniture,Chairs,"Hon Executive Leather Armchair, Black",2285,5,0,845,
IN-2015-PS1876059-42288,11/10/2015,13-10-2015,Second Class,PS-1876059,Pamela Stobb,Consumer,Bandung,Jawa Barat,Southeastern Asia,FUR-BO-3648,Furniture,Bookcases,"Bush Stackable Bookrack, Traditional",1029,9,0.07,10,
US-2015-FM1421551-42115,21-04-2015,23-04-2015,Second Class,FM-1421551,Filia McAdams,Corporate,Mixco,Guatemala,Central America,TEC-CO-4577,Technology,Copiers,"Hewlett Fax Machine, High-Speed",1058,5,0.002,-2,
IN-2014-CA1277558-41802,12/6/2014,17-06-2014,Standard Class,CA-1277558,Cynthia Arntzen,Consumer,Kota,Chhattisgarh,Southern Asia,TEC-PH-3149,Technology,Phones,"Apple Smart Phone, with Caller ID",5751,9,0,2817,
ES-2014-CD1279048-41899,17-09-2014,20-09-2014,First Class,CD-1279048,Cynthia Delaney,Home Office,Munster,Lower Saxony,Western Europe,FUR-BO-5969,Furniture,Bookcases,"Sauder Library with Doors, Traditional",2442,7,0.1,-244,
IN-2015-NL1831092-42266,19-09-2015,19-09-2015,Same Day,NL-1831092,Nancy Lomonaco,Home Office,Christchurch,Canterbury,Oceania,OFF-ST-6046,Office Supplies,Storage,"Smead Lockers, Blue",1190,6,0,178,
IT-2015-TB2105545-42334,26-11-2015,3/12/2015,Standard Class,TB-2105545,Ted Butterfield,Consumer,Vincennes,Ile-de-France,Western Europe,OFF-AP-4502,Office Supplies,Appliances,"Hamilton Beach Refrigerator, Red",3150,7,0.1,-35,
ES-2015-NF1847548-42248,1/9/2015,1/9/2015,Same Day,NF-1847548,Neil FranzÃ¶sisch,Home Office,Moers,North Rhine-Westphalia,Western Europe,TEC-CO-3595,Technology,Copiers,"Brother Fax Machine, Color",1599,5,0,719,
IN-2015-KD1649527-42175,20-06-2015,26-06-2015,Standard Class,KD-1649527,Keith Dawkins,Corporate,Chongqing,Chongqing,Eastern Asia,FUR-BO-3627,Furniture,Bookcases,"Bush Classic Bookcase, Traditional",2063,5,0,123,
HU-2015-EH412557-42300,23-10-2015,25-10-2015,First Class,EH-412557,Eugene Hildebrand,Home Office,Gyula,Bekes,Eastern Europe,OFF-ST-5702,Office Supplies,Storage,"Rogers Lockers, Single Width",1269,6,0,558,
IN-2012-KB1660058-41136,15-08-2012,19-08-2012,Standard Class,KB-1660058,Ken Brennan,Corporate,Lucknow,Uttar Pradesh,Southern Asia,FUR-BO-3639,Furniture,Bookcases,"Bush Library with Doors, Metal",3274,9,0,261,
MX-2015-CS1246093-42259,12/9/2015,14-09-2015,First Class,CS-1246093,Chuck Sachs,Consumer,Managua,Managua,Central America,TEC-PH-5841,Technology,Phones,"Samsung Smart Phone, VoIP",848,2,0,110,
CA-2015-AS10090140-42096,2/4/2015,5/4/2015,Second Class,AS-100901402,Adam Shillingsburg,Consumer,Springfield,Missouri,Central US,OFF-ST-4516,Office Supplies,Storage,Hanging Personal Folder File,94,6,0,23,
ES-2015-MG1769564-42018,14-01-2015,16-01-2015,First Class,MG-1769564,Maureen Gnade,Consumer,Turin,Piedmont,Southern Europe,TEC-CO-6012,Technology,Copiers,"Sharp Wireless Fax, Laser",2847,8,0,711,
ID-2015-VF21715102-42321,13-11-2015,15-11-2015,Second Class,VF-21715102,Vicky Freymann,Home Office,Manila,National Capital,Southeastern Asia,FUR-CH-5380,Furniture,Chairs,"Novimex Executive Leather Armchair, Red",1725,5,0.25,-483,
ID-2014-AM1070559-41803,13-06-2014,13-06-2014,Same Day,AM-1070559,Anne McFarland,Consumer,Medan,Sumatera Utara,Southeastern Asia,TEC-CO-4568,Technology,Copiers,"Hewlett Copy Machine, Color",1479,6,0.07,-63,
CA-2015-AS10090140-42264,17-09-2015,19-09-2015,First Class,AS-100901406,Adam Shillingsburg,Consumer,Philadelphia,Pennsylvania,Eastern US,FUR-FU-4050,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",22,3,0.2,2,
IN-2015-BP11290113-42269,22-09-2015,25-09-2015,Second Class,BP-11290113,Beth Paige,Consumer,Singapore,Singapore,Southeastern Asia,TEC-CO-4588,Technology,Copiers,"Hewlett Personal Copier, High-Speed",1282,9,0,12,
AO-2012-HZ49504-40916,8/1/2012,13-01-2012,Standard Class,HZ-49504,Henia Zydlo,Consumer,Benguela,Benguela,Central Africa,FUR-BO-4850,Furniture,Bookcases,"Ikea Classic Bookcase, Pine",2478,6,0,49,
CA-2012-AS10090140-41173,21-09-2012,28-09-2012,Standard Class,AS-100901406,Adam Shillingsburg,Consumer,New York City,New York,Eastern US,FUR-FU-3844,Furniture,Furnishings,"Computer Room Manger, 14""",97,3,0,35,
IN-2014-EM1382566-41850,30-07-2014,30-07-2014,Same Day,EM-1382566,Elizabeth Moffitt,Corporate,Himeji,Hyogo,Eastern Asia,TEC-CO-4578,Technology,Copiers,"Hewlett Fax Machine, Laser",959,3,0,460,
US-2015-AS10090140-42341,3/12/2015,6/12/2015,First Class,AS-100901408,Adam Shillingsburg,Consumer,Charlottesville,Virginia,Southern US,OFF-AR-5285,Office Supplies,Art,Newell 309,34,3,0,10,
IN-2015-BS1180059-42124,30-04-2015,4/5/2015,Standard Class,BS-1180059,Bryan Spruell,Home Office,Kendari,Sulawesi Tenggara,Southeastern Asia,OFF-AP-4504,Office Supplies,Appliances,"Hamilton Beach Refrigerator, White",4135,10,0.17,847,
MX-2012-DV1346539-41179,27-09-2012,29-09-2012,Second Class,DV-1346539,Dianna Vittorini,Consumer,Mejicanos,San Salvador,Central America,FUR-BO-5951,Furniture,Bookcases,"Sauder Classic Bookcase, Traditional",2325,8,0,511,
IN-2015-MB173057-42179,24-06-2015,28-06-2015,Standard Class,MB-173057,Maria Bertelson,Consumer,Sydney,New South Wales,Oceania,FUR-BO-5948,Furniture,Bookcases,"Sauder Classic Bookcase, Metal",5486,14,0.1,2316,
IT-2012-PC19000120-41004,5/4/2012,7/4/2012,First Class,PC-19000120,Pauline Chand,Home Office,Barcelona,Catalonia,Southern Europe,OFF-ST-5700,Office Supplies,Storage,"Rogers Lockers, Blue",1523,8,0.1,-50,
IT-2015-CA1231045-42223,7/8/2015,9/8/2015,Second Class,CA-1231045,Christine Abelman,Corporate,Menton,Provence-Alpes-CÃ´te d'Azur,Western Europe,TEC-PH-5355,Technology,Phones,"Nokia Smart Phone, Full Size",1625,3,0.15,-76,
CA-2015-AS10090140-42096,2/4/2015,5/4/2015,Second Class,AS-100901402,Adam Shillingsburg,Consumer,Springfield,Missouri,Central US,OFF-FA-6129,Office Supplies,Fasteners,Staples,28,5,0,13,
ES-2015-MB1808545-42049,14-02-2015,16-02-2015,First Class,MB-1808545,Mick Brown,Consumer,Clermont-Ferrand,Auvergne,Western Europe,OFF-ST-6261,Office Supplies,Storage,"Tenex Lockers, Blue",734,4,0.1,130,
CA-2012-AS10090140-41266,23-12-2012,25-12-2012,First Class,AS-100901404,Adam Shillingsburg,Consumer,San Diego,California,Western US,OFF-AP-3367,Office Supplies,Appliances,Belkin 7-Outlet SurgeMaster Home Series,13,1,0,3,
RO-2013-DB3660107-41503,17-08-2013,19-08-2013,Second Class,DB-3660107,Duane Benoit,Consumer,Buzau,Buzau,Eastern Europe,FUR-CH-5456,Furniture,Chairs,"Office Star Swivel Stool, Red",1391,8,0,69,
CA-2013-AS10090140-41587,9/11/2013,13-11-2013,Standard Class,AS-100901402,Adam Shillingsburg,Consumer,Springfield,Missouri,Central US,OFF-EN-2848,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",26,3,0,12,
